userId,movieId,timestamp
3,3421,978298147
3,1641,978298430
3,648,978297867
3,1394,978298147
3,3534,978297068
3,104,978298486
3,2735,978297867
3,1210,978297600
3,1431,978297095
3,3868,978298486
3,1079,978298296
3,2997,978298147
3,1615,978297710
3,1291,978297600
3,1259,978298296
3,653,978297757
3,2167,978297600
3,1580,978297663
3,3619,978298201
3,260,978297512
3,2858,978297039
3,3114,978298103
3,1049,978297805
3,1261,978297663
3,552,978297837
3,480,978297690
3,1265,978298316
3,1266,978297396
3,733,978297757
3,1196,978297539
3,590,978297439
3,2355,978298430
3,1197,978297570
3,1198,978297570
3,1378,978297419
3,593,978297018
3,1379,978297419
3,3552,978298459
3,1304,978298166
3,1270,978298231
3,2470,978297777
3,3168,978297570
3,2617,978297837
3,1961,978297095
3,3671,978297419
3,2006,978297757
3,2871,978297539
3,2115,978297777
3,1968,978297068
3,1136,978298079
3,2081,978298504
7,648,978234737
7,861,978234874
7,2916,978234842
7,3578,978234737
7,3793,978234737
7,1610,978234786
7,589,978234786
7,6,978234842
7,442,978234632
7,733,978234842
7,377,978234810
7,2353,978234874
7,1196,978234632
7,2571,978234786
7,380,978234874
7,1997,978234737
7,1270,978234581
7,457,978234786
7,1573,978234874
7,3753,978234737
7,3107,978234898
7,474,978234842
7,1722,978234874
7,3256,978234874
7,1580,978234842
7,110,978234786
7,1221,978234659
7,2028,978234786
7,480,978234607
7,349,978234874
7,3418,978234810
43,3793,978026614
43,2997,978026432
43,2706,978026393
43,2707,978026410
43,3298,978026432
43,3004,978026410
43,1197,978026345
43,2712,978026495
43,2581,978026543
43,2599,978026483
43,830,978026345
43,3114,978026605
43,2762,978026580
43,2763,978026605
43,1961,978026321
43,356,978026305
43,2858,978026708
43,2369,978026460
43,2371,978026321
43,2961,978026591
43,2605,978026483
43,2394,978026561
43,2396,978026580
43,1307,978026321
57,1249,977935330
57,648,977935656
57,3861,977935559
57,3864,977935895
57,3793,977935453
57,3794,977935656
57,3797,977935895
57,3799,977935812
57,1258,977936132
57,2135,977935559
57,661,977935511
57,1196,977936099
57,1198,977936062
57,1199,977934700
57,1274,977936099
57,2152,977935771
57,2160,977935330
57,2310,977933908
57,1466,977935410
57,1394,977934618
57,1544,977935771
57,2348,977935410
57,3300,977935697
57,3160,977934561
57,891,977935812
57,2395,977934774
57,3429,977935226
57,3286,977935771
57,3513,977935656
57,2657,977935559
57,2804,977936132
57,3624,977935511
57,3556,977935453
57,3484,977935771
57,1894,977933908
57,3717,977935812
57,3646,977935812
57,3578,977935330
57,1976,977933908
57,1977,977935895
57,47,977935272
57,2858,977935226
57,441,977933908
57,2791,977935272
57,522,977935656
57,3744,977935603
57,70,977935730
57,3820,977935850
57,3821,977935812
57,3751,977935272
57,3753,977935511
57,3755,977935603
57,1221,977933908
57,2890,977933908
57,1225,977936099
57,3694,977936062
57,1228,977936062
57,551,977935410
57,480,977935410
57,2033,977935697
57,1090,977936132
57,1242,977936132
57,3785,977935771
57,3786,977935697
105,3793,977544257
105,2991,977544219
105,589,977544060
105,6,977544219
105,3946,977543882
105,1408,977544257
105,1196,977543987
105,1197,977543627
105,3029,977544289
105,1287,977544027
105,3104,977544257
105,1291,977544060
105,1515,977543627
105,1374,977544289
105,1387,977544027
105,858,977543987
105,2194,977544127
105,861,977544363
105,3153,977544363
105,2288,977544219
105,3256,977544322
105,2529,977544184
105,2600,977544289
105,3418,977544289
105,2571,977544027
105,163,977544363
105,3527,977544322
105,3384,977544289
105,260,977543987
105,3555,977544322
105,1957,977543627
105,2901,977543627
105,3639,977544363
105,2692,977544060
105,2912,977544027
105,3578,977544127
105,3654,977544060
105,1127,977544219
105,457,977544219
105,1200,977544060
105,1201,977544184
105,2006,977544322
105,2944,977544184
105,2872,977544322
105,2947,977544060
105,2949,977544219
105,468,977543627
105,1210,977544184
105,2951,977544289
105,1214,977544027
105,474,977544184
105,1220,977544219
105,1221,977543987
105,3836,977544184
105,1222,977544127
105,2028,977544027
105,480,977543482
105,555,977544289
105,1304,977544060
105,2115,977544363
105,1242,977544184
116,2987,977497127
116,3861,982347532
116,3793,982347486
116,1258,997448025
116,3949,997447906
116,2140,978539440
116,3016,977496913
116,1274,997448053
116,2161,978539440
116,694,977496344
116,1370,997448114
116,2174,978539403
116,3052,997448089
116,924,997448053
116,2188,977496866
116,1388,997448790
116,858,977496344
116,785,977496994
116,788,978539500
116,3203,977496913
116,2268,997448053
116,2340,997448150
116,3219,977497043
116,2421,997448812
116,2422,997448812
116,1623,977497127
116,968,977497043
116,3174,977497024
116,3253,997448129
116,3254,997448194
116,2453,978539403
116,3185,977497085
116,2605,977496959
116,2392,977496994
116,2395,977497085
116,2540,977496266
116,2701,977497127
116,2706,977496866
116,2568,977497024
116,157,997448776
116,2710,977496886
116,3448,977496305
116,165,997448194
116,3527,997448089
116,317,978539475
116,2734,977497024
116,3537,982347532
116,3617,982347532
116,3479,978539403
116,260,978539403
116,2826,977496866
116,3556,982347486
116,2683,977496866
116,1019,978539439
116,2686,977497068
116,2907,977497102
116,2763,977497102
116,1967,978539440
116,2699,977496866
116,3717,982347532
116,3646,982347559
116,2772,977496944
116,1036,997448075
116,3578,982347486
116,367,978539475
116,2856,977496976
116,1995,977496344
116,1997,982347486
116,3744,982347532
116,2005,978539475
116,2013,977497068
116,3755,982347532
116,2881,977496944
116,1073,978539440
116,2021,978539475
116,1222,997448053
116,3764,977496305
116,2028,977496305
116,2968,978539440
116,3911,997447906
116,2100,978539475
116,2105,978539475
116,3918,997448756
116,1090,997448002
116,2976,977496886
116,1097,978539403
118,2987,977501683
118,1249,977492102
118,2989,977501433
118,648,977501360
118,2125,977492286
118,2990,977501472
118,3793,977501154
118,2993,977501282
118,1183,977492362
118,1257,977502272
118,1259,977501683
118,589,977500799
118,1,977501973
118,1262,977501652
118,1265,977492225
118,733,977501312
118,1269,977502103
118,1196,977500763
118,590,977501719
118,1197,977501683
118,736,977501416
118,1198,977500729
118,592,977501096
118,2144,977502694
118,1270,977501973
118,1275,977501195
118,1277,977492239
118,674,977501882
118,3897,977501939
118,1356,977501195
118,1288,977502080
118,1500,977502065
118,3107,977501230
118,3035,977502631
118,3039,977502768
118,1291,977500860
118,2167,977501282
118,2094,977501865
118,905,977501973
118,1294,977502539
118,838,977492345
118,3114,977501973
118,3044,977492286
118,1517,977502768
118,2174,977502610
118,1372,977501230
118,2248,977502006
118,1374,977500904
118,1375,977501360
118,1376,977501719
118,2321,977502253
118,852,977502694
118,780,977501331
118,3060,977502739
118,2405,977501901
118,3062,977500951
118,2406,977501096
118,2193,977501331
118,2194,977502908
118,1393,977492262
118,1394,977502230
118,861,977501282
118,3070,977501764
118,3072,977502289
118,1616,977501433
118,2273,977501455
118,1544,977501865
118,940,977500799
118,941,977501741
118,2278,977500951
118,2424,977502323
118,3082,977501230
118,2353,977501195
118,1552,977501838
118,1639,977492262
118,3098,977502892
118,892,977502551
118,898,977502179
118,3175,977501719
118,1573,977501312
118,1721,977492345
118,1722,977501195
118,3255,977502631
118,3256,977501253
118,2528,977501800
118,1580,977502289
118,110,977500860
118,112,977501787
118,1587,977501865
118,3406,977500729
118,1663,977502344
118,2393,977501416
118,3197,977501416
118,2396,977492202
118,2470,977501764
118,2617,977501282
118,2476,977501387
118,1747,977502739
118,1674,977502908
118,1676,977501312
118,3421,977502048
118,3424,977502929
118,2628,977501154
118,1680,977492382
118,3360,977502829
118,3361,977502065
118,2706,977502739
118,223,977502253
118,2640,977501282
118,2641,977501814
118,1912,977492225
118,2716,977502065
118,2643,977492102
118,2571,977500904
118,3448,977502610
118,1917,977501838
118,1777,977492345
118,165,977501416
118,2723,977501472
118,3527,977500951
118,1923,977502253
118,1784,977502048
118,316,977501493
118,2804,977502026
118,3536,977492133
118,3396,977502303
118,2599,977501991
118,329,977501493
118,2671,977492345
118,3479,977501764
118,10,977501253
118,260,977500763
118,11,977492313
118,17,977492313
118,198,977501230
118,3624,977501253
118,3552,977502631
118,3481,977502103
118,3555,977501230
118,1954,977492102
118,1957,977502946
118,21,977500904
118,349,977501253
118,3702,977501154
118,3703,977500763
118,3704,977501387
118,3633,977501282
118,3635,977501282
118,2763,977501195
118,1961,977502872
118,3639,977501282
118,1894,977501882
118,1968,977502253
118,356,977502103
118,357,977502289
118,39,977502694
118,1101,977501312
118,2915,977502127
118,2916,977500904
118,2917,977502929
118,2918,977502048
118,1036,977500799
118,3578,977500904
118,507,977501455
118,367,977502592
118,3654,977500951
118,2858,977501973
118,377,977492313
118,2791,977502048
118,1127,977500951
118,1129,977501253
118,2797,977502230
118,380,977501741
118,457,977500799
118,2000,977502272
118,3740,977501433
118,2001,977501154
118,1200,977500799
118,3745,977501838
118,2006,977501741
118,1204,977501652
118,2944,977500860
118,2872,977500860
118,2009,977492133
118,2947,977500860
118,2948,977501096
118,1136,977501951
118,2949,977501096
118,539,977492382
118,3751,977502103
118,1210,977492133
118,3827,977501312
118,3755,977501387
118,3683,977502872
118,1217,977502829
118,541,977502829
118,543,977492313
118,1079,977502127
118,474,977501154
118,1220,977501121
118,3836,977501154
118,1222,977500860
118,1224,977502848
118,2028,977500799
118,1226,977502497
118,3699,977501719
118,552,977501901
118,480,977500904
118,95,977501493
118,2105,977501387
118,1304,977502521
118,1307,977502048
118,1234,977502179
118,1090,977502872
118,2978,977502026
118,708,977492313
118,1097,977502848
118,494,977501360
118,497,977502080
118,2115,977501282
118,1240,977502829
118,1242,977500763
118,2985,977501121
118,1246,977502929
131,2987,977445033
131,1248,979366868
131,1175,977454324
131,1249,977432024
131,645,977433331
131,574,977453793
131,649,977454276
131,1250,977432620
131,1251,977454858
131,1180,977454324
131,1183,977454215
131,3798,981359298
131,1257,977603231
131,2997,977431841
131,1258,977432163
131,1185,977431494
131,1259,977431573
131,1186,977431463
131,653,977433391
131,1188,977454583
131,1189,977431986
131,728,977619748
131,588,977444847
131,589,977434213
131,1,977453922
131,3006,977432129
131,800,977455981
131,1407,977456154
131,2064,977432001
131,2067,977430677
131,1265,977431796
131,1339,977598558
131,1266,977455825
131,1193,977431822
131,1196,977598288
131,1197,977432015
131,1198,977431841
131,665,977444940
131,592,977434244
131,593,977453820
131,668,1014088199
131,595,977444874
131,597,977598264
131,3019,977431463
131,1270,977454495
131,2076,977431494
131,1277,977454967
131,745,977431748
131,3020,977598385
131,2081,977444861
131,1280,977454062
131,1354,977454290
131,750,977431668
131,1357,977433258
131,824,977453979
131,1358,977432092
131,1285,977454552
131,1288,977430959
131,2300,980131247
131,3108,977454628
131,1509,977455786
131,903,977431721
131,1291,977454997
131,1292,977432001
131,1366,977598573
131,764,977432129
131,766,977454254
131,2243,977431494
131,1441,977603231
131,2171,977455209
131,2318,977431208
131,910,993442272
131,912,978248510
131,2248,977431573
131,2176,977432641
131,1375,977454119
131,1449,977430938
131,1376,977454119
131,1377,977434244
131,919,977431904
131,846,977454898
131,778,977598528
131,3125,977430889
131,2324,977432129
131,920,977430693
131,923,977432663
131,2186,977432608
131,924,977431668
131,1385,977454937
131,780,977432960
131,781,977433276
131,783,977433367
131,858,977431044
131,3201,977453696
131,1603,977433921
131,2333,977455163
131,2336,977455499
131,3067,977432545
131,930,1022388214
131,1537,977454373
131,869,977433302
131,3211,977430336
131,1610,977454020
131,2341,977455140
131,1543,977598234
131,1617,977431684
131,3081,977430924
131,1625,980065770
131,2289,977431934
131,1704,977453781
131,3163,977434201
131,1633,977433016
131,1639,977453548
131,899,1039164697
131,3246,977456033
131,1643,977433037
131,100,977478536
131,1717,998246144
131,1644,977432859
131,101,1010343822
131,1719,977433500
131,104,977445021
131,1649,977431351
131,3252,977478554
131,1721,977430626
131,3182,1012544572
131,2455,977430869
131,111,977453674
131,1584,977433472
131,117,978249444
131,3260,977432041
131,1732,977430613
131,2609,977431949
131,3267,978249235
131,2395,977432001
131,2396,977432937
131,1594,977431236
131,1596,977434180
131,994,977431180
131,3416,977640344
131,2616,1009171488
131,1673,977431849
131,1747,977454612
131,1748,977895373
131,1676,977433732
131,3423,977431573
131,3424,977431329
131,3426,977431316
131,3429,977454350
131,1827,977432422
131,211,977431628
131,3359,977453707
131,1682,977434256
131,1684,977455100
131,144,977455343
131,147,977432313
131,1900,977430574
131,3360,977455255
131,1834,977444833
131,223,977453536
131,153,977434244
131,159,977640193
131,2710,977602512
131,1840,977455477
131,2716,977455411
131,2717,977455411
131,2571,993069164
131,2575,977430588
131,306,977454092
131,235,977454512
131,162,977431166
131,163,978249246
131,1921,977431268
131,2580,977431044
131,1784,977431022
131,1859,977895268
131,318,977431841
131,319,977598517
131,246,977431342
131,247,977432153
131,175,978249421
131,176,977454476
131,1860,977432140
131,3469,977455590
131,1794,977455184
131,180,977453558
131,2599,977454466
131,3543,977431573
131,1945,977431974
131,3477,977433450
131,2676,977432489
131,2677,977454776
131,406,977444928
131,260,977430336
131,11,977432351
131,190,977431893
131,265,977453747
131,17,977602532
131,194,977454697
131,3481,977430496
131,1952,977455641
131,1953,977453722
131,1954,977454997
131,1955,977453722
131,1882,977431061
131,2759,1009171488
131,1957,977431545
131,1885,977430824
131,272,977432998
131,348,977454575
131,2762,977445056
131,1960,977431477
131,1961,987055178
131,2692,977431786
131,2696,977431198
131,2697,977430977
131,1968,977430388
131,1895,977432364
131,32,977456022
131,356,993442481
131,39,977454575
131,2918,977453628
131,506,977455111
131,509,977640222
131,41,977433415
131,364,977433378
131,47,977432893
131,296,977454664
131,2925,977453674
131,2929,977454080
131,2858,977430666
131,515,977433515
131,50,977453899
131,2797,977444978
131,527,977431915
131,529,977456061
131,1200,977432129
131,2003,977639261
131,1203,978248555
131,1204,977430766
131,3819,1008575905
131,3746,977430796
131,2871,977431696
131,1205,993069112
131,1060,977454612
131,2875,977432332
131,1136,977431710
131,608,977431044
131,535,977431812
131,79,977640372
131,2011,977598252
131,3751,977430496
131,1210,977430319
131,1212,977432663
131,1214,977431652
131,3683,977430749
131,1217,1009171452
131,3686,977598317
131,1219,977431652
131,1148,977453878
131,617,977433347
131,81,977640159
131,1223,977454512
131,2890,977430653
131,1224,977431446
131,1225,977430806
131,1080,977431867
131,2966,977430907
131,551,977433797
131,480,977455332
131,627,977598541
131,1089,977454678
131,628,977598274
131,556,977454787
131,97,977431812
131,3910,977430417
131,3911,993442272
131,2105,977639229
131,1230,977431668
131,2973,977431757
131,1307,977433753
131,1235,977453684
131,1094,977432072
131,562,977431223
131,1097,977432571
131,497,977454612
131,1310,977433242
131,2115,977598431
131,1240,977432129
131,1242,977431463
131,1171,977455332
131,1245,977430835
131,1172,985015020
131,1247,977431961
131,714,977433321
144,2053,977346613
144,588,977345554
144,1265,977345267
144,737,977346613
144,593,977345521
144,2094,977346544
144,2311,977346658
144,924,977346641
144,780,977346522
144,785,977345737
144,2268,977346005
144,1396,977346474
144,1625,977346719
144,2433,977345658
144,2369,977345672
144,1645,977346017
144,3185,977345819
144,2605,977345686
144,3408,977345686
144,2571,977346509
144,1797,977345482
144,3623,977345763
144,2686,977345805
144,2763,977345841
144,1961,977345298
144,356,977345309
144,3717,977345414
144,3578,977345716
144,2858,977345611
144,527,977345501
144,2012,977346544
144,3753,977345775
157,2987,977248885
157,1249,977250910
157,1179,977248194
157,648,977247420
157,1320,977247867
157,1250,977250910
157,1252,977251133
157,1254,977248855
157,2058,977247591
157,1256,977249539
157,2997,977249331
157,1259,977248885
157,1187,977248407
157,588,977249608
157,589,977247494
157,1,977249416
157,2,977249021
157,6,977247567
157,7,977250392
157,3007,987086223
157,3873,977249721
157,2135,977249021
157,800,977248033
157,2064,977249435
157,1408,1034355415
157,1262,977248855
157,2065,977249814
157,1263,1034355223
157,2067,977280126
157,1265,977249435
157,733,977247613
157,1267,977251154
157,1194,977250179
157,1269,977249416
157,1196,977248537
157,590,977248264
157,1197,977248901
157,736,977247867
157,1198,977248855
157,1199,977280240
157,597,977250311
157,2145,977249978
157,1270,977248559
157,1271,977248316
157,1273,977249570
157,1275,977248918
157,2078,977249734
157,1276,977249331
157,1278,977249502
157,673,977249192
157,674,977248984
157,3020,977247746
157,2150,977250051
157,2080,977249608
157,1282,977250910
157,3897,1008879525
157,1356,977248667
157,750,977248537
157,1284,977251154
157,2088,977249073
157,1287,977248901
157,1288,977249555
157,3100,977248328
157,2300,977249416
157,3030,977249311
157,3104,977248918
157,2302,977249925
157,3105,977248119
157,3032,977248769
157,3108,977248167
157,3035,977249570
157,3036,977248984
157,3037,977249345
157,3039,977249679
157,1291,977248885
157,1292,977249364
157,1367,977250344
157,1294,977249381
157,909,977249622
157,1299,1034355223
157,3040,977250012
157,2311,977248769
157,3114,977249364
157,1513,977250455
157,2243,977249814
157,2245,977250012
157,1370,977247567
157,910,977249311
157,1371,977249093
157,2247,977250092
157,1518,977247699
157,1372,977248687
157,912,1034355182
157,2248,977249463
157,913,977251133
157,1374,977248628
157,1375,977248998
157,1376,977248713
157,1378,977250192
157,3052,977249721
157,2255,977250768
157,921,977249381
157,922,977251133
157,2259,977250594
157,924,977248537
157,1385,977247746
157,780,977247679
157,784,977250713
157,858,977247278
157,3200,977249912
157,2405,977249093
157,3062,1034355223
157,2406,977248948
157,2407,977248687
157,2334,977247765
157,2262,977250268
157,1608,977247699
157,1535,977248264
157,930,977251154
157,2193,977248984
157,1391,977248731
157,2194,1034439335
157,2268,977248288
157,1393,977248119
157,1395,977250226
157,1396,977248649
157,3210,977249734
157,1610,977247567
157,3070,977248590
157,2414,977248998
157,3072,977249502
157,2416,977250311
157,1614,977250311
157,2344,977248948
157,1615,977248948
157,2418,977250291
157,1617,977248822
157,940,977248885
157,2349,977249798
157,2278,977247517
157,1476,977250051
157,2424,977250135
157,2352,977249486
157,2427,977247567
157,1552,977247679
157,3157,977250226
157,3088,977249570
157,2288,977280284
157,2289,977247957
157,955,977249539
157,1701,977250392
157,3308,977249721
157,1704,977247998
157,2361,982966048
157,3168,977248885
157,2295,977250051
157,1639,977248119
157,2369,977250268
157,968,977248628
157,969,977248885
157,1711,977249992
157,3244,977249912
157,3246,977248098
157,2371,977250108
157,3175,977248628
157,2373,977249192
157,2374,977250486
157,2375,977250731
157,1573,977247627
157,1721,977248361
157,3253,977249833
157,3255,977249784
157,3256,977247567
157,2527,977248713
157,2455,977248628
157,1653,977248328
157,1580,977248649
157,110,977247517
157,2529,977248628
157,1584,977248244
157,1587,977249021
157,1588,977250514
157,3334,977251154
157,2532,977280348
157,2533,977248769
157,3263,977250012
157,1732,977249978
157,3267,977247517
157,1663,977249622
157,2539,977250012
157,2393,977247806
157,3196,1034355182
157,2395,977249784
157,2469,977250242
157,2396,977249381
157,3199,977250311
157,994,977248016
157,3412,977248984
157,3342,1034355415
157,2613,977248783
157,3418,977247613
157,2470,977248984
157,3274,977247699
157,2473,977250731
157,1673,977248050
157,1747,977248194
157,1676,977247679
157,1678,977248264
157,208,977249104
157,209,1034356069
157,3421,977249416
157,3422,977249940
157,3424,977249486
157,3426,977248194
157,2628,977247679
157,3358,977249885
157,141,977250071
157,144,977250108
157,3504,977249345
157,3507,977250071
157,3361,977249640
157,3435,977251133
157,3362,977249463
157,1834,977248148
157,1690,977247658
157,150,977248070
157,224,977250226
157,151,977248167
157,2640,977248687
157,1840,977248305
157,2716,977249608
157,3519,1034355415
157,2571,977247494
157,300,977248224
157,3448,977249701
157,2574,977250713
157,232,977249555
157,161,977248264
157,235,977248167
157,237,977250607
157,164,977248822
157,165,977247745
157,3450,977250242
157,3525,977250311
157,1921,977248609
157,3527,977280269
157,1923,977249640
157,2657,977248731
157,1784,977248083
157,314,977248119
157,316,977247867
157,1788,977247567
157,318,977247913
157,3608,977249654
157,2735,977249093
157,3394,977250549
157,3395,977250713
157,329,977247679
157,185,977280397
157,3543,977249502
157,3471,977248559
157,3618,977250392
157,1944,1034355182
157,3479,977248948
157,1876,977247867
157,260,977248537
157,11,977249978
157,265,977247971
157,16,977248206
157,194,977248264
157,198,977248687
157,2750,977250071
157,3555,977247420
157,1883,977249755
157,1958,977250092
157,21,977247567
157,417,977250071
157,271,977248407
157,348,977249721
157,276,977247321
157,349,977247627
157,3700,977248609
157,3702,977248570
157,3703,977248559
157,3704,977248713
157,2905,977248885
157,2763,977247718
157,3494,977248962
157,1965,977248590
157,3497,977250392
157,352,977249899
157,2699,977247613
157,281,977248277
157,428,977248361
157,356,977247321
157,34,977247998
157,36,977248050
157,288,977247745
157,2915,977249667
157,2916,977247517
157,2918,977249654
157,507,977247699
157,292,977247765
157,368,977250179
157,296,1034356069
157,3723,977248224
157,2851,977249249
157,3654,1034355258
157,2858,977247929
157,514,977249959
157,515,977248224
157,442,977247867
157,371,977250242
157,372,977250255
157,52,977249959
157,376,977247745
157,377,977247591
157,3733,1034355837
157,1120,977248224
157,3591,977250147
157,2863,977247321
157,2791,977249640
157,1127,977248590
157,1129,977248667
157,2796,977250473
157,1057,977250344
157,524,977250989
157,380,977247321
157,527,1034355182
157,529,977248033
157,457,977247494
157,3811,1034355223
157,3812,977250344
157,2000,977249539
157,3814,977249539
157,1200,977248559
157,3671,977249654
157,3672,977249059
157,2006,977247591
157,1204,1034355182
157,2944,1034355258
157,2871,977248901
157,1206,977248537
157,2009,977248667
157,1208,1034355182
157,1135,977250420
157,2948,977250910
157,1136,977249311
157,531,977248361
157,608,977247929
157,535,977248148
157,464,977249021
157,538,977248407
157,539,977250160
157,2011,977248713
157,3751,977247402
157,1210,977248590
157,2013,977249046
157,3753,1034354522
157,1213,977247929
157,1214,977248537
157,3683,977251154
157,2881,977247806
157,610,977248667
157,3685,977249608
157,2019,1034439335
157,1217,1034355223
157,1073,977248918
157,3688,977250498
157,2959,977250843
157,541,977248537
157,1148,977249280
157,1077,977248609
157,471,977249978
157,1078,977249755
157,1079,977249448
157,474,977247567
157,3760,977249833
157,2021,977248687
157,3834,977249059
157,2023,977247658
157,1221,1034356225
157,1222,1034355258
157,1223,977249435
157,2890,977248179
