userId,movieId,timestamp
1045176,10485647.0,1402588800.0
1045176,11510624.0,1379779200.0
1045176,24721493.0,1376236800.0
1045176,6083109.0,1375286400.0
1045176,1432448.0,1359561600.0
1045176,2032605.0,1356451200.0
1045176,3741764.0,1340035200.0
1045176,2156528.0,1331481600.0
1045176,4821046.0,1305302400.0
1045176,1292050.0,1302883200.0
1045176,3861997.0,1297008000.0
1045176,2274916.0,1297008000.0
1045176,1308820.0,1295971200.0
1045176,1468154.0,1295107200.0
1045176,2154859.0,1292515200.0
1045176,4294119.0,1292083200.0
1045176,3104794.0,1291132800.0
1045176,3443602.0,1291132800.0
1045176,3562420.0,1291132800.0
1045176,3671986.0,1291132800.0
1045176,1428877.0,1291132800.0
1045176,2337873.0,1291132800.0
1045176,1308379.0,1291132800.0
1045176,2142528.0,1291132800.0
1045176,2158160.0,1291132800.0
1045176,2158166.0,1291132800.0
1045176,1388175.0,1291132800.0
1045176,1441054.0,1291132800.0
1045176,2074564.0,1291132800.0
1045176,3730636.0,1291132800.0
1045176,3130233.0,1291132800.0
1045176,1292444.0,1291132800.0
1045176,2042226.0,1291132800.0
1045176,1300752.0,1291132800.0
1045176,1292223.0,1291132800.0
1045176,1292233.0,1291132800.0
1045176,4821379.0,1290614400.0
1045176,5313367.0,1289836800.0
1045176,5279575.0,1288454400.0
1045176,1292267.0,1288454400.0
1045176,2269893.0,1287590400.0
1045176,3926132.0,1285344000.0
1045176,3793023.0,1285084800.0
1045176,1305783.0,1284566400.0
1045176,3267120.0,1284480000.0
1045176,1461226.0,1267718400.0
1045176,2148784.0,1266768000.0
120085302,1865703.0,1465747200.0
120085302,1295644.0,1455897600.0
120085302,24840488.0,1455638400.0
120085302,26393561.0,1455206400.0
120085302,1760622.0,1455206400.0
120085302,19944106.0,1455033600.0
120085302,6722879.0,1453996800.0
120085302,1308543.0,1453996800.0
120085302,1292220.0,1453996800.0
120085302,1292371.0,1453996800.0
1244930,25662329.0,1457539200.0
1244930,1452554.0,1452873600.0
1244930,3077412.0,1450800000.0
1244930,25864085.0,1450108800.0
1244930,24875534.0,1450022400.0
1244930,6722879.0,1447516800.0
1244930,6845667.0,1446825600.0
1244930,1308855.0,1446048000.0
1244930,2070367.0,1445616000.0
1244930,2303845.0,1441728000.0
1244930,25870236.0,1439222400.0
1244930,4281835.0,1435075200.0
1244930,2357317.0,1434384000.0
1244930,21349734.0,1427385600.0
1244930,1849959.0,1424793600.0
1244930,3011574.0,1423929600.0
1244930,2973079.0,1423843200.0
1244930,1947549.0,1423843200.0
1244930,25773932.0,1421424000.0
1244930,6126442.0,1419609600.0
1244930,1889243.0,1417968000.0
1244930,10545939.0,1412697600.0
1244930,4824512.0,1412438400.0
1244930,24723061.0,1412265600.0
1244930,1728015.0,1410451200.0
1244930,2033962.0,1410451200.0
1244930,1438020.0,1410451200.0
1244930,2063914.0,1409328000.0
1244930,3231686.0,1408291200.0
1244930,3718269.0,1408291200.0
1244930,1291869.0,1270051200.0
1244930,2998270.0,1269878400.0
1244930,1578507.0,1269532800.0
1244930,1308767.0,1269273600.0
1244930,1304102.0,1269100800.0
1244930,3734350.0,1268409600.0
1244930,1885124.0,1267718400.0
1244930,2994961.0,1266940800.0
1244930,2239286.0,1266940800.0
1244930,2264216.0,1266940800.0
1244930,1298584.0,1266940800.0
1244930,2085721.0,1266940800.0
1244930,1857872.0,1266940800.0
1244930,1294366.0,1266940800.0
1244930,2294267.0,1266940800.0
1244930,1493578.0,1266595200.0
1244930,1858802.0,1266249600.0
1244930,1297131.0,1266249600.0
1244930,3314870.0,1266249600.0
1244930,2209573.0,1265472000.0
1244930,1418192.0,1265385600.0
1244930,1315574.0,1265299200.0
1244930,1309071.0,1265212800.0
1244930,1306526.0,1265126400.0
1244930,3078386.0,1265040000.0
1244930,1764796.0,1264867200.0
1244930,3006772.0,1264694400.0
1244930,2028645.0,1264694400.0
1244930,1652587.0,1263830400.0
1244930,1401894.0,1263571200.0
1244930,3718447.0,1262620800.0
1244930,1295614.0,1262448000.0
